target,pos,context,context_pos,freq,lmi,
wage,NN,minimum,ADJ,65926,468657.820830475,
wage,NN,of,P,43127,1830.34126193782,
wait,NN,for,P,22201,42620.3748373584,
wake,NN,in,P,71253,163626.901256702,
wake,NN,of,P,60927,103592.818166568,
walk,NN,be,V,26699,-19125.6203906194,
walk,NN,for,P,36374,32184.8072137524,
walk,NN,from,P,55807,119758.598515694,
walk,NN,in,P,38902,14245.2625120798,
walk,NN,minute,NN,40750,207381.659391238,
walk,NN,of,P,46756,5166.40598156962,
walk,NN,on,P,26729,23993.1534403293,
walk,NN,short,ADJ,29014,132237.817792288,
wall,NN,against,P,29859,90360.1748556724,
wall,NN,be,V,82624,-26972.9869668159,
wall,NN,in,P,56077,-444.305473861198,
wall,NN,of,P,163115,101167.76449923,
wall,NN,on,P,109077,170614.255109214,
wall,NN,with,P,39489,21532.0102869713,
want,NN,of,P,20221,30036.8557955857,
war,NN,Iraq,NE,53394,267223.993065881,
war,NN,after,P,46859,99729.3038196949,
war,NN,against,P,63409,196711.073586934,
war,NN,as,P,32394,-145.982809487866,
war,NN,at,P,34748,8155.87314705581,
war,NN,be,V,186829,-35058.7856708775,
war,NN,between,P,24149,44554.0756050591,
war,NN,by,P,29218,-686.550253006054,
war,NN,civil,ADJ,67783,345077.776379623,
war,NN,crime,NN,33236,135742.808215489,
war,NN,during,P,46569,131538.257099016,
war,NN,for,P,68553,6972.23598336081,
war,NN,from,P,23810,-2922.16778342828,
war,NN,go,V,24608,23700.9175370966,
war,NN,have,V,46930,-16294.2654065049,
war,NN,in,P,212996,138348.108771082,
war,NN,not,ADV,20834,-5830.47099346247,
war,NN,of,P,335046,222117.151059109,
war,NN,on,P,107152,93143.7078359238,
war,NN,terror,NN,20654,108612.106369905,
war,NN,that,P,32959,-7014.94060321052,
war,NN,with,P,69433,30030.84626581,
war,NN,world,NN,30155,70348.2943588742,
warfare,NN,of,P,21645,18291.144033909,
warming,NN,be,V,29098,1982.0901078269,
warming,NN,global,ADJ,115780,825161.608670938,
warming,NN,of,P,33691,16212.1744859198,
warmth,NN,of,P,21070,23435.9701633661,
warning,NN,be,V,37419,-2457.47615413394,
warning,NN,of,P,36161,6026.26452061549,
waste,NN,be,V,70630,-136.878421480636,
waste,NN,from,P,21637,20339.2799197874,
waste,NN,in,P,25491,-8028.68504380182,
waste,NN,of,P,157583,168154.022795516,
waste,NN,time,NN,40469,103895.74954736,
water,NN,as,P,57394,-2262.19124132305,
water,NN,at,P,45288,-4856.69479480457,
water,NN,be,V,286633,-105056.162402993,
water,NN,boil,V,20890,105029.052783189,
water,NN,bottle,NN,23251,94687.9730284303,
water,NN,by,P,50253,-4426.65659075245,
water,NN,change,NN,20141,33354.879632587,
water,NN,clean,ADJ,21882,75191.6761378134,
water,NN,cold,ADJ,36963,144526.863762083,
water,NN,drink,V,32883,138692.265463822,
water,NN,drinking,NN,33940,170512.966353932,
water,NN,food,NN,27981,61436.139343227,
water,NN,for,P,123727,10554.0298302908,
water,NN,fresh,ADJ,26695,95106.0128536451,
water,NN,from,P,106171,81257.0788457472,
water,NN,get,V,20033,243.519045674179,
water,NN,have,V,65460,-40670.0792828268,
water,NN,hot,ADJ,71221,304101.395773084,
water,NN,in,P,340470,174222.678871682,
water,NN,into,P,67696,94783.6194568237,
water,NN,level,NN,23464,39277.1041025407,
water,NN,not,ADV,22119,-18289.7175901344,
water,NN,of,P,527013,268264.074340092,
water,NN,on,P,97609,16506.9725377742,
water,NN,over,P,25192,22737.6571520598,
water,NN,quality,NN,36982,96809.4969886159,
water,NN,run,V,24059,40434.2564801776,
water,NN,supply,NN,52737,211013.480074874,
water,NN,surface,NN,23118,76390.3429664204,
water,NN,system,NN,24665,33918.5952383091,
water,NN,that,P,35524,-26457.188943372,
water,NN,through,P,25700,26659.1116685871,
water,NN,under,P,22754,30432.6054531013,
water,NN,use,V,34228,22718.6230626693,
water,NN,warm,ADJ,24323,89985.4673799565,
water,NN,with,P,146287,83507.7091452528,
wave,NN,be,V,34897,-18249.2529966819,
wave,NN,in,P,27967,-1068.78306953257,
wave,NN,of,P,132955,143749.16081745,
way,NN,about,P,61229,10504.7947615387,
way,NN,all,ADV,37875,29751.9475122896,
way,NN,along,P,118711,376633.572245637,
way,NN,around,ADV,28630,63633.8392961326,
way,NN,around,P,35925,44973.8535785853,
way,NN,as,ADV,28846,-15006.6198425264,
way,NN,as,P,197573,39293.4333732372,
way,NN,at,P,60755,-49290.8714265472,
way,NN,back,ADV,100637,172880.680303348,
way,NN,be,V,1002355,-112750.743379958,
way,NN,because,P,24469,-4252.60720131898,
way,NN,by,P,342781,285900.412776344,
way,NN,certain,ADJ,24444,33026.473950352,
way,NN,change,V,61988,119384.289633163,
way,NN,come,V,35440,5557.17258615555,
way,NN,create,V,22264,13551.3836852624,
way,NN,deal,V,28031,52949.2300897296,
way,NN,describe,V,21779,30266.0939292772,
way,NN,different,ADJ,143878,306683.529394132,
way,NN,do,V,191696,57123.8301855262,
way,NN,down,ADV,33526,58168.2314225054,
way,NN,easy,ADJ,80435,188111.51919652,
way,NN,effective,ADJ,45050,110652.838209387,
way,NN,feel,V,41976,47504.0592743998,
way,NN,find,V,257586,578252.633048619,
way,NN,for,P,287776,-19703.1163529603,
way,NN,forward,ADV,48325,122589.745057944,
way,NN,from,P,105978,-24836.0061623637,
way,NN,get,V,161716,178331.352517213,
way,NN,give,V,74544,76035.280398394,
way,NN,go,V,153849,183278.908881227,
way,NN,good,ADJ,317205,582018.021976973,
way,NN,great,ADJ,84452,109294.352858625,
way,NN,have,V,186415,-106747.422593322,
way,NN,help,V,35710,29560.1148441206,
way,NN,home,NN,39739,41633.7211145719,
way,NN,if,P,37047,-19365.8597564602,
way,NN,improve,V,31890,54716.6325033864,
way,NN,in,P,1699744,1906680.22262298,
way,NN,into,P,85236,53925.4339174556,
way,NN,just,ADV,48793,4794.60769246933,
way,NN,keep,V,32711,27859.2504260779,
way,NN,know,V,47617,18580.4441756925,
way,NN,lead,V,41490,62620.4446521759,
way,NN,learn,V,25865,26045.4383013798,
way,NN,life,NN,73575,101570.830949794,
way,NN,like,V,24864,27950.166009455,
way,NN,live,V,23780,17250.2332441465,
way,NN,long,ADJ,120739,283418.651896076,
way,NN,look,V,78424,88615.7301268388,
way,NN,make,V,237450,312687.937351252,
way,NN,many,ADJ,163382,245636.826879456,
way,NN,more,ADJ,35519,-4109.17100366606,
way,NN,more,ADV,45332,11847.700947074,
way,NN,most,ADV,61153,68166.0681516911,
way,NN,new,ADJ,101592,103507.848421182,
way,NN,not,ADV,51771,-50443.4688263264,
way,NN,number,NN,22232,4733.31566200868,
way,NN,of,P,1381847,656523.576208485,
way,NN,old,ADJ,20700,9449.02654576526,
way,NN,on,P,397354,228517.658867039,
way,NN,only,ADJ,194920,633501.511595534,
way,NN,only,ADV,26645,-4500.54628345622,
way,NN,other,ADJ,184739,247589.782232223,
way,NN,out,P,21775,25563.8605073737,
way,NN,over,P,21634,-5355.68030365501,
way,NN,own,ADJ,65611,91502.5702116935,
way,NN,pave,V,33084,173890.18889572,
way,NN,people,NN,47031,-2687.96632110345,
way,NN,possible,ADJ,33949,44491.0045006337,
way,NN,provide,V,28285,7426.57705070069,
way,NN,put,V,26306,17378.8954885832,
way,NN,right,ADJ,40866,74956.5170779926,
way,NN,right,NN,23649,20848.1972013821,
way,NN,round,NN,28097,65016.0427120972,
way,NN,same,ADJ,229992,573341.737169435,
way,NN,say,V,35330,-6947.61119540844,
way,NN,see,V,55572,22211.4646731141,
way,NN,several,ADJ,24052,20234.2663863556,
way,NN,show,V,23142,10116.8722168292,
way,NN,similar,ADJ,22069,31399.9259982188,
way,NN,simple,ADJ,27296,46032.0026214302,
way,NN,so,ADV,38455,-13617.9403164497,
way,NN,take,V,22437,-14948.1445283151,
way,NN,than,P,45473,-4646.72027138223,
way,NN,that,P,352759,195052.617722954,
way,NN,then,ADV,21272,-6239.05754976846,
way,NN,there,ADV,46401,47070.0089019972,
way,NN,thing,NN,33328,10952.8519707345,
way,NN,think,V,64544,53497.8040918404,
way,NN,through,P,125402,203713.095795318,
way,NN,too,ADV,35395,21910.2824532236,
way,NN,under,P,43156,42278.6221385438,
way,NN,up,ADV,26826,32050.414249758,
way,NN,up,P,21600,41710.5714045199,
way,NN,use,V,47642,-164.753534200188,
way,NN,various,ADJ,28671,43188.3680184146,
way,NN,very,ADV,54305,17829.6218976328,
way,NN,want,V,25696,4677.65736401056,
way,NN,well,ADV,22684,-10832.1357826563,
way,NN,with,P,124763,-73133.4147354064,
way,NN,work,V,112996,158464.474288328,
way,NN,wrong,ADJ,32218,64866.1682296787,
weakness,NN,be,V,20362,-2158.93424624849,
weakness,NN,in,P,28442,26572.6449149838,
weakness,NN,of,P,52165,57446.0092554266,
weakness,NN,strength,NN,24165,155345.05061939,
wealth,NN,be,V,36290,-13465.3500490128,
wealth,NN,in,P,22284,-3400.89151960552,
wealth,NN,of,P,160866,222719.603968244,
weapon,NN,as,P,22914,13833.7107609586,
weapon,NN,be,V,67466,-16985.71387652,
weapon,NN,for,P,24106,265.505477635799,
weapon,NN,have,V,25956,389.255943965638,
weapon,NN,in,P,41373,-1433.83726685352,
weapon,NN,mass,ADJ,27889,162690.301179713,
weapon,NN,nuclear,ADJ,103217,653600.059978869,
weapon,NN,of,P,129023,85558.0920122829,
weapon,NN,use,V,22522,40686.4949583063,
weapon,NN,with,P,28205,13710.6529431258,
weather,NN,bad,ADJ,25786,95074.3418186226,
weather,NN,be,V,100647,24578.3036248801,
weather,NN,cold,ADJ,26503,138734.893527595,
weather,NN,condition,NN,31950,138147.870284551,
weather,NN,for,P,24442,2953.34544976513,
weather,NN,have,V,26594,3596.94693130985,
weather,NN,in,P,64064,31940.5309051833,
weather,NN,of,P,47710,-11247.7463048232,
web,NN,application,NN,24726,84057.8493363797,
web,NN,be,V,83635,-46601.2534215352,
web,NN,browser,NN,35184,201278.60403957,
web,NN,design,NN,55546,235690.330747598,
web,NN,for,P,66143,33078.3184904698,
web,NN,from,P,25264,9366.16366811113,
web,NN,have,V,23007,-14399.5476756221,
web,NN,in,P,49088,-18846.8236033721,
web,NN,of,P,109652,-2173.90184671334,
web,NN,on,P,137274,212937.102434804,
web,NN,page,NN,108871,537176.020605022,
web,NN,server,NN,23097,110100.131656127,
web,NN,service,NN,22494,51259.0716363718,
web,NN,site,NN,239356,1229775.97802346,
web,NN,with,P,28434,-741.438322001163,
website,NN,at,P,32692,20537.0211606852,
website,NN,be,V,138708,-4300.03382586101,
website,NN,for,P,83560,63015.7222474655,
website,NN,from,P,33494,22541.6608161819,
website,NN,have,V,46282,4321.17666310855,
website,NN,in,P,37879,-23593.6477199596,
website,NN,new,ADJ,21112,31814.8718498694,
website,NN,of,P,92709,-15517.9262768299,
website,NN,on,P,199607,388403.886157091,
website,NN,that,P,25724,-159.60402710656,
website,NN,visit,V,25229,98484.5209885967,
website,NN,with,P,28842,243.99566216453,
wedding,NN,at,P,23178,32449.4673508286,
wedding,NN,be,V,35752,-9689.65640276586,
wedding,NN,for,P,38178,41483.1894714476,
wedding,NN,in,P,24494,1393.80026925103,
wedding,NN,of,P,31404,-4213.54433706557,
week,NN,about,ADV,39096,66170.626585129,
week,NN,about,P,37620,21699.9301285605,
week,NN,after,P,144952,368922.416747534,
week,NN,ago,ADV,163636,710957.345035672,
week,NN,as,P,50777,-13580.0873066108,
week,NN,at,P,87663,39245.2660087942,
week,NN,be,V,208416,-164798.459975685,
week,NN,before,P,79873,182164.617724829,
week,NN,by,P,41724,-15839.0731522943,
week,NN,come,V,36900,40203.064289786,
week,NN,couple,NN,92649,343794.486818076,
week,NN,day,NN,97299,228656.725967545,
week,NN,do,V,23013,-21391.0742414387,
week,NN,during,P,49564,107777.346139777,
week,NN,earlier,ADV,38837,147699.706004116,
week,NN,few,ADJ,223193,781407.302538468,
week,NN,first,ADJ,65126,116726.045209598,
week,NN,follow,V,28573,49683.3826443792,
week,NN,for,P,313546,285212.492884264,
week,NN,from,P,58173,3384.36767578714,
week,NN,go,V,22295,3389.28861004062,
week,NN,have,V,90603,-36402.7319440456,
week,NN,hour,NN,55864,162927.088460809,
week,NN,in,P,311109,98308.6838631388,
week,NN,just,ADV,46456,43739.3199039399,
week,NN,last,ADJ,504178,2124630.17073071,
week,NN,later,ADV,75208,259683.971182821,
week,NN,month,NN,24818,46238.5555207751,
week,NN,next,ADJ,210913,808779.235087453,
week,NN,now,ADV,25533,18760.7751579256,
week,NN,of,P,435339,92462.9574751583,
week,NN,on,P,77882,-12632.1387897704,
week,NN,once,P,25931,93962.9524171618,
week,NN,only,ADV,25119,16690.4127295286,
week,NN,over,P,37504,44815.8313132246,
week,NN,past,ADJ,60625,211898.020071185,
week,NN,per,P,97799,345585.399519436,
week,NN,recent,ADJ,22816,51736.9646636782,
week,NN,several,ADJ,38744,85638.4918224823,
week,NN,so,ADV,51676,43083.1337179737,
week,NN,spend,V,31322,74239.7329223488,
week,NN,take,V,30267,15904.0260555225,
week,NN,than,P,44325,33890.1045505036,
week,NN,that,P,59098,-20171.0406602314,
week,NN,then,ADV,21001,12311.1591945161,
week,NN,time,NN,58230,61740.9597338534,
week,NN,week,NN,32632,63938.6243840086,
week,NN,with,P,71703,-17762.5285941891,
week,NN,within,P,45459,97885.4272126492,
weekend,NN,at,P,71249,141792.85812681,
weekend,NN,be,V,45261,-25711.4292838969,
weekend,NN,for,P,52777,46312.0057587859,
weekend,NN,in,P,39206,-218.780592996802,
weekend,NN,last,ADJ,51220,188335.293080739,
weekend,NN,of,P,51102,-9207.02121274935,
weekend,NN,on,P,51783,61073.3926785965,
weekend,NN,over,P,51529,168108.077966609,
weekend,NN,with,P,21092,5871.51711299741,
weight,NN,be,V,72101,-27983.6478914373,
weight,NN,body,NN,24250,86435.1090796598,
weight,NN,for,P,28059,-1120.44391343413,
weight,NN,gain,NN,20323,106579.289874367,
weight,NN,have,V,22497,-7442.42440332769,
weight,NN,in,P,51987,-472.334027977766,
weight,NN,lose,V,57739,256177.024810452,
weight,NN,loss,NN,60744,316164.666571404,
weight,NN,of,P,157462,103849.623173896,
weight,NN,on,P,37834,21939.4494221209,
weight,NN,with,P,28324,8143.80012850272,
welcome,NN,warm,ADJ,23093,173353.703478825,
welfare,NN,be,V,22498,-12252.5953704542,
welfare,NN,for,P,20110,12772.3975935793,
welfare,NN,of,P,72977,65579.511303118,
welfare,NN,state,NN,21729,86220.9358029522,
well-being,NN,of,P,37364,52113.3574758431,
well,NN,be,V,28046,10694.735158147,
west,NN,in,P,42560,50406.0396578784,
west,NN,of,P,67175,80687.6341937003,
wheat,NN,of,P,20577,11232.8824610533,
wheel,NN,be,V,44235,-9217.12839700711,
wheel,NN,of,P,48152,6885.8285157792,
wheel,NN,on,P,33724,38215.7097092845,
wheel,NN,steering,NN,20643,154110.771481235,
wheel,NN,with,P,20879,13589.2833382011,
while,NN,after,P,29773,89890.8467759103,
while,NN,ago,ADV,26727,122667.612232575,
while,NN,back,ADV,24672,80460.9181603811,
while,NN,be,V,35408,-17932.1905569885,
while,NN,for,P,228891,606974.897776051,
while,NN,in,P,58097,40367.9789942789,
while,NN,little,ADJ,32069,127148.922291184,
while,NN,now,ADV,21357,55806.8269731087,
while,NN,take,V,31810,83725.601788158,
whole,NN,as,P,192332,639131.910540783,
whole,NN,be,V,43472,-4321.37282490221,
whole,NN,in,P,32914,10811.6269044927,
whole,NN,of,P,138446,183507.447516582,
whole,NN,on,P,46699,74020.9042412205,
width,NN,of,P,43674,55596.0055388176,
wife,NN,as,P,21211,6832.94921686392,
wife,NN,be,V,118713,12935.5478811298,
wife,NN,by,P,21799,9453.85981064445,
wife,NN,for,P,32963,3941.9095258632,
wife,NN,have,V,56238,32833.628594185,
wife,NN,husband,NN,27267,140881.196962858,
wife,NN,in,P,29554,-17005.9299918157,
wife,NN,of,P,101044,21657.2686457852,
wife,NN,that,P,25995,7795.9788053849,
wife,NN,with,P,76087,96944.8957039619,
wilderness,NN,in,P,21813,35630.3807567975,
wildlife,NN,of,P,26987,10073.6467838224,
will,NN,God,NE,28531,114964.644671912,
will,NN,at,P,28618,39512.5644769651,
will,NN,be,V,52889,-5796.08703338607,
will,NN,free,ADJ,42623,189926.387607452,
will,NN,in,P,32654,3731.96928659379,
will,NN,of,P,109545,96955.3539144852,
win,NN,be,V,22263,-12099.1390458973,
win,NN,for,P,29733,30857.2502566296,
win,NN,in,P,35575,22460.5956420652,
win,NN,of,P,21701,-6564.74494231614,
win,NN,over,P,36665,134054.617906967,
win,NN,with,P,20103,19388.894169429,
wind,NN,be,V,57579,-13989.4490346537,
wind,NN,farm,NN,24071,130568.739346789,
wind,NN,in,P,47456,12803.1557476812,
wind,NN,of,P,70103,15448.5708114877,
wind,NN,turbine,NN,30140,222710.203836629,
wind,NN,with,P,22891,10177.8798103213,
window,NN,at,P,23622,11533.5008963804,
window,NN,be,V,85847,-27968.7547931674,
window,NN,door,NN,27171,115350.973090377,
window,NN,double,ADV,21545,130862.443720853,
window,NN,for,P,26836,-5277.99629906804,
window,NN,from,P,23019,11117.4142515053,
window,NN,glaze,V,34455,236763.561051424,
window,NN,have,V,29227,-5298.46476283823,
window,NN,in,P,69184,11381.5446893287,
window,NN,new,ADJ,20440,33922.5560643803,
window,NN,of,P,105828,15871.4161686784,
window,NN,on,P,38151,18161.8535028198,
window,NN,open,V,22148,83823.2368091212,
window,NN,through,P,25360,57576.2789173115,
window,NN,with,P,46449,31120.3328945358,
wine,NN,be,V,49262,-10682.1070426233,
wine,NN,glass,NN,22030,118236.138217232,
wine,NN,in,P,28551,-1604.50419856212,
wine,NN,of,P,95308,67634.4566190584,
wine,NN,with,P,24051,16262.7941761784,
wing,NN,be,V,27399,-11202.6735745772,
wing,NN,in,P,20189,-164.223273219279,
wing,NN,of,P,53028,27466.6392905546,
wing,NN,on,P,21084,19861.1390110214,
wing,NN,right,ADJ,36941,186051.177284663,
winner,NN,be,V,82023,38708.0227964165,
winner,NN,in,P,26388,1159.28552008282,
winner,NN,of,P,95877,85762.5530838588,
winter,NN,be,V,41694,-20304.505054561,
winter,NN,during,P,34839,130119.845460861,
winter,NN,for,P,35024,22087.2464063654,
winter,NN,in,P,118700,150198.155272458,
winter,NN,month,NN,23101,85573.5282639277,
winter,NN,of,P,59080,7566.34400979757,
wire,NN,be,V,28031,-6913.09719317839,
wire,NN,of,P,32492,5445.08998593752,
wisdom,NN,be,V,23385,-5878.42167679073,
wisdom,NN,of,P,75490,89610.598060301,
wish,NN,be,V,21510,-700.910808222102,
wish,NN,good,ADJ,28748,96459.3844590185,
wish,NN,of,P,31256,18992.1134634789,
withdrawal,NN,of,P,36531,42339.8406963537,
witness,NN,be,V,52380,8709.91283480242,
witness,NN,in,P,21587,-303.177276218755,
witness,NN,of,P,51102,20854.9751537385,
woman,NN,about,P,36267,18197.9524662168,
woman,NN,against,P,30416,49176.5050544445,
woman,NN,among,P,20481,41053.8412305868,
woman,NN,as,P,81863,14059.4587078452,
woman,NN,at,P,46421,-10513.374643359,
woman,NN,be,V,518825,43009.2831622327,
woman,NN,by,P,67484,4236.94211298296,
woman,NN,child,NN,57876,123174.235173406,
woman,NN,do,V,59498,-1074.06561261856,
woman,NN,first,ADJ,21031,13114.3099153726,
woman,NN,for,P,217236,109543.263841522,
woman,NN,from,P,67382,11233.9268569373,
woman,NN,get,V,22758,-96.8755344993843,
woman,NN,girl,NN,23579,64963.9418048845,
woman,NN,have,V,191034,58411.8956144428,
woman,NN,if,P,26208,-391.4447759198,
woman,NN,in,P,346284,133214.078963643,
woman,NN,like,P,22850,11080.3365912067,
woman,NN,make,V,28238,1171.69972703435,
woman,NN,man,NN,252623,913840.333482886,
woman,NN,many,ADJ,47007,52252.0725115159,
woman,NN,more,ADJ,27164,12768.6992877166,
woman,NN,n&apos;t,ADV,25502,-7768.0835907484,
woman,NN,not,ADV,52038,-5999.42817482761,
woman,NN,of,P,467818,115051.915196278,
woman,NN,old,ADJ,45611,95801.9881564311,
woman,NN,on,P,84537,-10027.4114546808,
woman,NN,other,ADJ,43225,32056.2277785012,
woman,NN,pregnant,ADJ,41653,212768.134469239,
woman,NN,right,NN,34248,72119.4157012613,
woman,NN,say,V,28625,12790.3120862816,
woman,NN,see,V,23774,9617.18477223943,
woman,NN,take,V,21966,3656.92586709075,
woman,NN,than,P,34366,16209.9881723604,
woman,NN,that,P,143692,73102.6859960588,
woman,NN,with,P,156180,76893.4619720302,
woman,NN,work,V,22653,14707.5549999394,
woman,NN,young,ADJ,114588,389946.774413486,
wonder,NN,be,V,43476,24425.0901273873,
wonder,NN,of,P,41511,32464.8637457873,
wont,NN,be,V,23825,30188.9430906838,
wood,NN,be,V,40052,-16801.0111692228,
wood,NN,in,P,62055,44956.8906417223,
wood,NN,of,P,96687,70421.3276639804,
wood,NN,with,P,24719,17498.8844592383,
word,NN,God,NE,38593,96239.2243474783,
word,NN,about,P,41174,36303.6295918977,
word,NN,as,P,55169,1662.48442970073,
word,NN,at,P,26255,-14265.3335246471,
word,NN,be,V,310875,-54789.1385900133,
word,NN,by,P,54547,5617.96671114316,
word,NN,do,V,27723,-14657.0357162475,
word,NN,few,ADJ,38703,75994.9332587913,
word,NN,for,P,139855,44322.5205304578,
word,NN,from,P,56269,13477.6859137475,
word,NN,get,V,26798,11045.8761465502,
word,NN,good,ADJ,21408,5266.57376698405,
word,NN,have,V,82066,-23481.056058489,
word,NN,hear,V,25647,58078.8136486342,
word,NN,if,P,27448,7804.26455579071,
word,NN,in,P,515612,534085.287179201,
word,NN,into,P,24366,11875.6446469599,
word,NN,last,ADJ,27240,41144.0366529999,
word,NN,like,P,25187,21039.4489993626,
word,NN,mean,V,22272,39593.5290531471,
